Calendar Year,Measure,Age Filter,Users,Users Annotation code,Users Annotation Description,Denominator (3 Months Continuous Eligibility),Denominator Annotation code,Denominator Annotation Description,Utilization %,Utilization Annotation code,Utilization Annotation Description
CY 2022,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 19-20,"151,122",,,"543,367",,,27.81%,,
CY 2022,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 21-34,"590,157",,,"3,131,557",,,18.85%,,
CY 2022,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 35-44,"289,627",,,"1,469,169",,,19.71%,,
CY 2022,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 45-64,"606,130",,,"2,705,801",,,22.40%,,
CY 2022,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 65-74,"203,791",,,"909,360",,,22.41%,,
CY 2022,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 75+,"124,823",,,"651,069",,,19.17%,,
CY 2022,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age <1,"2,456",,,"196,261",,,1.25%,,
CY 2022,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 1-2,"99,548",,,"465,487",,,21.39%,,
CY 2022,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 3-5,"361,936",,,"785,330",,,46.09%,,
CY 2022,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 6-9,"617,952",,,"1,127,258",,,54.82%,,
CY 2022,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 10-14,"722,661",,,"1,451,780",,,49.78%,,
CY 2022,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 15-18,"475,541",,,"1,176,856",,,40.41%,,
CY 2022,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 19-20,"144,398",,,"543,367",,,26.57%,,
CY 2022,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 21-34,"538,766",,,"3,131,557",,,17.20%,,
CY 2022,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 35-44,"261,504",,,"1,469,169",,,17.80%,,
CY 2022,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 45-64,"551,223",,,"2,705,801",,,20.37%,,
CY 2022,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 65-74,"185,051",,,"909,360",,,20.35%,,
CY 2022,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 75+,"112,514",,,"651,069",,,17.28%,,
CY 2022,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age <1,"9,442",,,"196,261",,,4.81%,,
CY 2022,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 1-2,"158,038",,,"465,487",,,33.95%,,
CY 2022,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 3-5,"404,766",,,"785,330",,,51.54%,,
CY 2022,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 6-9,"631,289",,,"1,127,258",,,56.00%,,
CY 2022,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 10-14,"733,766",,,"1,451,780",,,50.54%,,
CY 2022,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 15-18,"471,693",,,"1,176,856",,,40.08%,,
CY 2022,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 19-20,"135,400",,,"543,367",,,24.92%,,
CY 2022,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 21-34,"438,825",,,"3,131,557",,,14.01%,,
CY 2022,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 35-44,"200,130",,,"1,469,169",,,13.62%,,
CY 2022,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 45-64,"407,951",,,"2,705,801",,,15.08%,,
CY 2022,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 65-74,"130,732",,,"909,360",,,14.38%,,
CY 2022,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 75+,"73,441",,,"651,069",,,11.28%,,
CY 2022,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age <1,,1,Cell suppressed for small numbers,"196,261",,,,1,Cell suppressed for small numbers
CY 2022,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 1-2,,2,Cell suppressed for complementary cell,"465,487",,,,2,Cell suppressed for complementary cell
CY 2022,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 3-5,"113,189",,,"785,330",,,14.41%,,
CY 2022,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 6-9,"250,132",,,"1,127,258",,,22.19%,,
CY 2022,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 10-14,"230,931",,,"1,451,780",,,15.91%,,
CY 2022,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 15-18,"165,650",,,"1,176,856",,,14.08%,,
CY 2022,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 19-20,"48,350",,,"543,367",,,8.90%,,
CY 2022,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 21-34,"198,515",,,"3,131,557",,,6.34%,,
CY 2022,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 35-44,"95,744",,,"1,469,169",,,6.52%,,
CY 2022,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 45-64,"173,084",,,"2,705,801",,,6.40%,,
CY 2022,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 65-74,"50,619",,,"909,360",,,5.57%,,
CY 2022,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 75+,"25,780",,,"651,069",,,3.96%,,
CY 2022,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age <1,,3,No data available,"196,261",,,,3,No data available
CY 2022,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 1-2,,3,No data available,"465,487",,,,3,No data available
CY 2022,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 3-5,,3,No data available,"785,330",,,,3,No data available
CY 2022,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 6-9,"187,148",,,"1,127,258",,,16.60%,,
CY 2022,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 10-14,"145,148",,,"1,451,780",,,10.00%,,
CY 2022,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 15-18,,3,No data available,"1,176,856",,,,3,No data available
CY 2022,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 19-20,,3,No data available,"543,367",,,,3,No data available
CY 2022,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 21-34,,3,No data available,"3,131,557",,,,3,No data available
CY 2022,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 35-44,,3,No data available,"1,469,169",,,,3,No data available
CY 2022,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 45-64,,3,No data available,"2,705,801",,,,3,No data available
CY 2022,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 65-74,,3,No data available,"909,360",,,,3,No data available
CY 2022,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 75+,,3,No data available,"651,069",,,,3,No data available
CY 2022,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age <1,"3,318",,,"196,261",,,1.69%,,
CY 2022,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 1-2,"110,684",,,"465,487",,,23.78%,,
CY 2022,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 3-5,"362,034",,,"785,330",,,46.10%,,
CY 2022,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 6-9,"604,818",,,"1,127,258",,,53.65%,,
CY 2022,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 10-14,"697,197",,,"1,451,780",,,48.02%,,
CY 2022,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 15-18,"447,066",,,"1,176,856",,,37.99%,,
CY 2022,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 19-20,"126,921",,,"543,367",,,23.36%,,
CY 2022,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 21-34,"422,477",,,"3,131,557",,,13.49%,,
CY 2022,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 35-44,"198,860",,,"1,469,169",,,13.54%,,
CY 2022,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 45-64,"386,914",,,"2,705,801",,,14.30%,,
CY 2022,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 65-74,"119,557",,,"909,360",,,13.15%,,
CY 2022,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 75+,"65,592",,,"651,069",,,10.07%,,
CY 2023,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age <1,"15,207",,,"188,095",,,8.08%,,
CY 2023,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 1-2,"197,617",,,"470,854",,,41.97%,,
CY 2023,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 3-5,"434,715",,,"779,697",,,55.75%,,
CY 2023,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 6-9,"681,692",,,"1,152,831",,,59.13%,,
CY 2023,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 10-14,"794,380",,,"1,470,335",,,54.03%,,
CY 2023,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 15-18,"561,992",,,"1,239,071",,,45.36%,,
CY 2023,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 19-20,"173,306",,,"577,259",,,30.02%,,
CY 2023,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 21-34,"719,993",,,"3,404,709",,,21.15%,,
CY 2023,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 35-44,"368,657",,,"1,622,710",,,22.72%,,
CY 2023,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 45-64,"781,711",,,"2,881,601",,,27.13%,,
CY 2023,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 65-74,"272,734",,,"1,008,706",,,27.04%,,
CY 2023,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 75+,"164,160",,,"699,129",,,23.48%,,
CY 2023,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age <1,577,,,"188,095",,,0.31%,,
CY 2023,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 1-2,"21,305",,,"470,854",,,4.52%,,
CY 2023,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 3-5,"167,051",,,"779,697",,,21.43%,,
CY 2023,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 6-9,"384,847",,,"1,152,831",,,33.38%,,
CY 2023,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 10-14,"388,608",,,"1,470,335",,,26.43%,,
CY 2023,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 15-18,"285,237",,,"1,239,071",,,23.02%,,
CY 2023,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 19-20,"91,067",,,"577,259",,,15.78%,,
CY 2023,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 21-34,"457,290",,,"3,404,709",,,13.43%,,
CY 2023,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 35-44,"259,962",,,"1,622,710",,,16.02%,,
CY 2023,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 45-64,"579,684",,,"2,881,601",,,20.12%,,
CY 2023,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 65-74,"204,893",,,"1,008,706",,,20.31%,,
CY 2023,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 75+,"124,922",,,"699,129",,,17.87%,,
CY 2023,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age <1,"6,517",,,"188,095",,,3.46%,,
CY 2023,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 1-2,"145,275",,,"470,854",,,30.85%,,
CY 2023,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 3-5,"398,444",,,"779,697",,,51.10%,,
CY 2023,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 6-9,"653,152",,,"1,152,831",,,56.66%,,
CY 2023,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 10-14,"757,510",,,"1,470,335",,,51.52%,,
CY 2023,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 15-18,"526,147",,,"1,239,071",,,42.46%,,
CY 2023,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 19-20,"160,358",,,"577,259",,,27.78%,,
CY 2023,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 21-34,"640,039",,,"3,404,709",,,18.80%,,
CY 2023,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 35-44,"319,454",,,"1,622,710",,,19.69%,,
CY 2023,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 45-64,"671,280",,,"2,881,601",,,23.30%,,
CY 2023,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 65-74,"231,510",,,"1,008,706",,,22.95%,,
CY 2023,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 75+,"138,544",,,"699,129",,,19.82%,,
CY 2023,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age <1,"2,912",,,"188,095",,,1.55%,,
CY 2023,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 1-2,"110,070",,,"470,854",,,23.38%,,
CY 2023,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 3-5,"370,610",,,"779,697",,,47.53%,,
CY 2023,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 6-9,"639,931",,,"1,152,831",,,55.51%,,
CY 2023,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 10-14,"740,564",,,"1,470,335",,,50.37%,,
CY 2023,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 15-18,"509,886",,,"1,239,071",,,41.15%,,
CY 2023,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 19-20,"153,671",,,"577,259",,,26.62%,,
CY 2023,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 21-34,"586,986",,,"3,404,709",,,17.24%,,
CY 2023,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 35-44,"289,369",,,"1,622,710",,,17.83%,,
CY 2023,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 45-64,"611,132",,,"2,881,601",,,21.21%,,
CY 2023,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 65-74,"211,031",,,"1,008,706",,,20.92%,,
CY 2023,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 75+,"125,533",,,"699,129",,,17.96%,,
CY 2023,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age <1,79,,,"188,095",,,0.04%,,
CY 2023,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 1-2,"9,946",,,"470,854",,,2.11%,,
CY 2023,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 3-5,"129,787",,,"779,697",,,16.65%,,
CY 2023,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 6-9,"297,613",,,"1,152,831",,,25.82%,,
CY 2023,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 10-14,"287,227",,,"1,470,335",,,19.53%,,
CY 2023,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 15-18,"218,120",,,"1,239,071",,,17.60%,,
CY 2023,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 19-20,"63,334",,,"577,259",,,10.97%,,
CY 2023,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 21-34,"292,856",,,"3,404,709",,,8.60%,,
CY 2023,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 35-44,"156,655",,,"1,622,710",,,9.65%,,
CY 2023,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 45-64,"308,881",,,"2,881,601",,,10.72%,,
CY 2023,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 65-74,"92,967",,,"1,008,706",,,9.22%,,
CY 2023,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 75+,"43,003",,,"699,129",,,6.15%,,
CY 2023,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age <1,"12,785",,,"188,095",,,6.80%,,
CY 2023,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 1-2,"190,277",,,"470,854",,,40.41%,,
CY 2023,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 3-5,"422,617",,,"779,697",,,54.20%,,
CY 2023,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 6-9,"656,549",,,"1,152,831",,,56.95%,,
CY 2023,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 10-14,"754,180",,,"1,470,335",,,51.29%,,
CY 2023,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 15-18,"507,569",,,"1,239,071",,,40.96%,,
CY 2023,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 19-20,"145,321",,,"577,259",,,25.17%,,
CY 2023,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 21-34,"485,129",,,"3,404,709",,,14.25%,,
CY 2023,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 35-44,"224,593",,,"1,622,710",,,13.84%,,
CY 2023,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 45-64,"465,015",,,"2,881,601",,,16.14%,,
CY 2023,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 65-74,"151,812",,,"1,008,706",,,15.05%,,
CY 2023,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 75+,"83,636",,,"699,129",,,11.96%,,
CY 2023,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age <1,,3,No data available,"188,095",,,,3,No data available
CY 2023,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 1-2,,3,No data available,"470,854",,,,3,No data available
CY 2023,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 3-5,,3,No data available,"779,697",,,,3,No data available
CY 2023,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 6-9,"193,191",,,"1,152,831",,,16.76%,,
CY 2023,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 10-14,"148,306",,,"1,470,335",,,10.09%,,
CY 2023,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 15-18,,3,No data available,"1,239,071",,,,3,No data available
CY 2023,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 19-20,,3,No data available,"577,259",,,,3,No data available
CY 2023,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 21-34,,3,No data available,"3,404,709",,,,3,No data available
